id,text,cleaned_text,label_name,label
7399,#antifa faggots closing east oregon parades . de-mask . the remaining are fair game .,antifa faggots closing east oregon parades . de-mask . the remaining are fair game .,Explicit HS,1
7400,jew at it again ~ never miss a chance to validate what people don't like about them meddling-jews,jew at it again ~ never miss a chance to validate what people don't like about them meddling-jews,Explicit HS,1
7401,: murdered by antifa paramedics.their optics just went down another 10 %,: murdered by antifa paramedics.their optics just went down another 10 %,Not HS,0
7402,3 . i can see that time and time again whites have innovated  invented and brought real progress  blacks have not . do you deny this ?,3 . i can see that time and time again whites have innovated invented and brought real progress blacks have not . do you deny this ?,Explicit HS,1
7403,countries like india must insist on refund of this stolen money and take action against opec .,countries like india must insist on refund of this stolen money and take action against opec .,Not HS,0
7404,: e . u . authorities brace for return of islamic state jihadis after mosul assault,: e . u . authorities brace for return of islamic state jihadis after mosul assault,Not HS,0
7405,: islamic state beheads us journalist james foley in video,: islamic state beheads us journalist james foley in video,Not HS,0
7406,religion of peace adherents .,religion of peace adherents .,Not HS,0
7407,is a must follow for all racially aware nationalists ... an excellent webpage also ... #smashmarxism #14w,is a must follow for all racially aware nationalists ... an excellent webpage also ... smashmarxism 14w,Not HS,0
7408,check victory margins and vote splits . if aap wasnt in fray  punjab could have been : sad 2  bjp 2 and congress 9,check victory margins and vote splits . if aap wasnt in fray punjab could have been : sad 2 bjp 2 and congress 9,Not HS,0
7409,i know you love your cuck word  but it's overuse makes your work look juvenile . you're not anglin  don't lower yourself to that .,i know you love your cuck word but it's overuse makes your work look juvenile . you're not anglin don't lower yourself to that .,Not HS,0
7410,What do you call two chimps that fall in love? Black people.,what do you call two chimps that fall in love? black people.,Implicit HS,2
7411,with blacks on the bottom of the social ladder you cannot put faith in those designed to maintain you there,with blacks on the bottom of the social ladder you cannot put faith in those designed to maintain you there,Implicit HS,2
7412,why dont the british take the dreamers. they are here illegally and need to be deported. only 45% of dreamers have a hs education. what is their benefit to our economy.,why dont the british take the dreamers. they are here illegally and need to be deported. only 45% of dreamers have a hs education. what is their benefit to our economy.,Implicit HS,2
7413,"  "" by the quran  we will kill you all  you faggots ! "" "" : muslims attack gay club in paris  beating patrons and sprayi ... """," "" by the quran we will kill you all you faggots ! "" "" : muslims attack gay club in paris beating patrons and sprayi ... """,Explicit HS,1
7414,the white mans 200 year run is over . i hope you took advantage of your privilege while yo,the white mans 200 year run is over . i hope you took advantage of your privilege while yo,Not HS,0
7415,' holocaust ' debate / comments / news did hitler visit the death camps ? : i am no expert on hitler and his mo ...,' holocaust ' debate / comments / news did hitler visit the death camps ? : i am no expert on hitler and his mo ...,Not HS,0
7416,marrying children and female genital mutilation all good!,marrying children and female genital mutilation all good!,Implicit HS,2
7417,vbschools has developed one of the strongest social media policies in nation k - 12 ed wants this battle,vbschools has developed one of the strongest social media policies in nation k - 12 ed wants this battle,Not HS,0
7418,eh no . white westerners are the only reason israel can exist . fuc,eh no . white westerners are the only reason israel can exist . fuc,Implicit HS,2
7419,milo might wind up in a body bag . who is advising him ? its cent . com for the antifa army .,milo might wind up in a body bag . who is advising him ? its cent . com for the antifa army .,Not HS,0
7420,"deport these uneducated ppl who pull our welfare benefits our food stamps,somehow there able to get homes?if theyralowed2staywebcum3rdwcntry","deport these uneducated ppl who pull our welfare benefits our food stamps,somehow there able to get homes?if theyralowed2staywebcum3rdwcntry",Implicit HS,2
7421," sez  "" we don't have a jew problem or black problem . we have white problem "" "" no . "" "" we "" "" don """," sez "" we don't have a jew problem or black problem . we have white problem "" "" no . "" "" we "" "" don """,Implicit HS,2
7422,yet it only makes me dig my heels deeper . they will not win .,yet it only makes me dig my heels deeper . they will not win .,Not HS,0
7423,: the should hire a patriot like you at #bet,: the should hire a patriot like you at bet,Not HS,0
7424,white children,white children,Not HS,0
7425,white race has lost sense .,white race has lost sense .,Implicit HS,2
7426,"1/what is it with these vile, savage animals and excrement? too bad there's no world mar","1/what is it with these vile, savage animals and excrement? too bad there's no world mar",Implicit HS,2
7427,he'd tell you the same today . noticing adverse events involving black people is racist .,he'd tell you the same today . noticing adverse events involving black people is racist .,Implicit HS,2
7428,every cuck in the senate turned on him with the possible exception of rand paul . they can't afford to lose the senate seat in spite of all their grandstanding,every cuck in the senate turned on him with the possible exception of rand paul . they can't afford to lose the senate seat in spite of all their grandstanding,Implicit HS,2
7429,"lord, let your enemies be scattered, let them be confounded and be put to shame","lord, let your enemies be scattered, let them be confounded and be put to shame",Implicit HS,2
